# File Name: Holy-Bible---Holy-Bible---Aramaic---Aramaic-NT-Peshitta---Analysis.txt
# File Size: 15457       
# File Date: 01/07/2024 09:44:56
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2024
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Bible Name: ܦܫܝܛܬܐ
# Bible Name English: Aramaic Peshitta New Testament 1905
# Bible Language: ܦܫܝܛܬܐ
# Bible Language English: Aramaic
# Bible Copyright Format: CC Attribution NoDerivatives 4.0, 2018-2023
# Bible Copyright Text: Public Domain
# Bible Source: British and Foreign Bible Society courtesy of John Richards
# Bible Source Version: 2/7/2021
# Bible Source Link: https://unbound.biola.edu
# Bible Source Year: 1905
#
# Following are analyses of the source Bible text and the resulting Aionian Edition text.
# Problems are noted and comparing past and updated analyses shows regressions and improvements.
# Some analyses are relevant only to the Aionian Bible project and others are relevant to everyone.
# Also note the Aionian Bible project reversifies to the KJV standard and reports variances.
# Search for these words below: NOTICE, WARNING, and ERROR
#

BIBLE	ANALYSIS	CATEGORY	INPUT	RESULT	STATUS

# ENCODING
Aramaic---Aramaic-NT-Peshitta	ENCODING	Source	Holy-Bible---Aramaic---Aramaic-NT-Peshitta---Source-Edition.UNBOUND.txt	UTF-8	NOTICE
Aramaic---Aramaic-NT-Peshitta	ENCODING	Aionian	Holy-Bible---Aramaic---Aramaic-NT-Peshitta---Aionian-Edition.noia	UTF-8	NOTICE

# FILE BYTES
Aramaic---Aramaic-NT-Peshitta	BYTES	Source	bytes / chars	1137768 / 668827 (multi-byte)	NOTICE
Aramaic---Aramaic-NT-Peshitta	BYTES	Aionian	bytes / chars	1164413 / 703060 (multi-byte)	NOTICE
Aramaic---Aramaic-NT-Peshitta	BYTES	SourceClean	bytes / chars	1136829 / 667888 (multi-byte)	NOTICE
Aramaic---Aramaic-NT-Peshitta	BYTES	AionianClean	bytes / chars	1162075 / 700914 (multi-byte)	NOTICE

# AIONIAN VERSE COUNTS - LOOKING FOR 263
Aramaic---Aramaic-NT-Peshitta	AIONIAN	Aionian	book-not-exist	64	NOTICE
Aramaic---Aramaic-NT-Peshitta	AIONIAN	Aionian	book-exist-not-defined	0	NOTICE
Aramaic---Aramaic-NT-Peshitta	AIONIAN	Aionian	book-defined-not-exist	0	NOTICE
Aramaic---Aramaic-NT-Peshitta	AIONIAN	Aionian	missing-chapter	0	NOTICE
Aramaic---Aramaic-NT-Peshitta	AIONIAN	Aionian	missing-verse	0	NOTICE
Aramaic---Aramaic-NT-Peshitta	AIONIAN	Aionian	aionian-verses	201	NOTICE
Aramaic---Aramaic-NT-Peshitta	AIONIAN	Aionian	tested-verses	265	ERROR

# UNPRINTABLE
Aramaic---Aramaic-NT-Peshitta	UNPRINTABLE	Source	count	0	NOTICE
Aramaic---Aramaic-NT-Peshitta	UNPRINTABLE	Aionian	count	0	NOTICE

# UNICODE
Aramaic---Aramaic-NT-Peshitta	UNICODE	Summary	(-)Orginal	19	NOTICE
Aramaic---Aramaic-NT-Peshitta	UNICODE	Summary	(+)Aionian	60	NOTICE
Aramaic---Aramaic-NT-Peshitta	UNICODE	Source(-)	Basic Latin : (4)	9565	NOTICE
Aramaic---Aramaic-NT-Peshitta	UNICODE	Source(-)	Basic Latin : (0)	2482	NOTICE
Aramaic---Aramaic-NT-Peshitta	UNICODE	Source(-)	Basic Latin : (N)	7957	NOTICE
Aramaic---Aramaic-NT-Peshitta	UNICODE	Source(-)	Basic Latin : (\t)	23871	NOTICE
Aramaic---Aramaic-NT-Peshitta	UNICODE	Source(-)	Basic Latin : (1)	8041	NOTICE
